1,1,3.732
1,2,3.732
1,3,3.732
1,4,3.732
1,5,3.732
1,6,3.732
1,7,3.732
1,8,42.0467340851772
1,9,42.0467340851772
1,10,42.0467340851772
1,11,42.0467340851772
1,12,42.0467340851772
1,13,42.0467340851772
1,14,42.0467340851772
1,15,42.0467340851772
1,16,42.0467340851772
1,17,42.0467340851772
1,18,42.0467340851772
1,19,42.0467340851772
1,20,42.0467340851772
1,21,42.0467340851772
1,22,42.0467340851772
1,23,42.0467340851772
1,24,42.0467340851772
2,1,3.732
2,2,3.732
2,3,3.732
2,4,3.732
2,5,3.732
2,6,3.732
2,7,3.732
2,8,6.53998482308053
2,9,6.53998482308053
2,10,6.53998482308053
2,11,6.53998482308053
2,12,6.53998482308053
2,13,6.53998482308053
2,14,6.53998482308053
2,15,6.53998482308053
2,16,6.53998482308053
2,17,6.53998482308053
2,18,6.53998482308053
2,19,6.53998482308053
2,20,6.53998482308053
2,21,6.53998482308053
2,22,6.53998482308053
2,23,6.53998482308053
2,24,6.53998482308053
3,1,3.732
3,2,3.732
3,3,3.732
3,4,3.732
3,5,3.732
3,6,3.732
3,7,3.732
3,8,14.375301504821
3,9,14.375301504821
3,10,14.375301504821
3,11,14.375301504821
3,12,14.375301504821
3,13,14.375301504821
3,14,14.375301504821
3,15,14.375301504821
3,16,14.375301504821
3,17,14.375301504821
3,18,14.375301504821
3,19,14.375301504821
3,20,14.375301504821
3,21,14.375301504821
3,22,14.375301504821
3,23,14.375301504821
3,24,14.375301504821
4,1,3.732
4,2,3.732
4,3,3.732
4,4,3.732
4,5,3.732
4,6,3.732
4,7,3.732
4,8,23.9155810219203
4,9,23.9155810219203
4,10,23.9155810219203
4,11,23.9155810219203
4,12,23.9155810219203
4,13,23.9155810219203
4,14,23.9155810219203
4,15,23.9155810219203
4,16,23.9155810219203
4,17,23.9155810219203
4,18,23.9155810219203
4,19,23.9155810219203
4,20,23.9155810219203
4,21,23.9155810219203
4,22,23.9155810219203
4,23,23.9155810219203
4,24,23.9155810219203
5,1,3.732
5,2,3.732
5,3,3.732
5,4,3.732
5,5,3.732
5,6,3.732
5,7,3.732
5,8,20.3667728915269
5,9,20.3667728915269
5,10,20.3667728915269
5,11,20.3667728915269
5,12,20.3667728915269
5,13,20.3667728915269
5,14,20.3667728915269
5,15,20.3667728915269
5,16,20.3667728915269
5,17,20.3667728915269
5,18,20.3667728915269
5,19,20.3667728915269
5,20,20.3667728915269
5,21,20.3667728915269
5,22,20.3667728915269
5,23,20.3667728915269
5,24,20.3667728915269
6,1,3.732
6,2,3.732
6,3,3.732
6,4,3.732
6,5,3.732
6,6,3.732
6,7,3.732
6,8,33.8348916735776
6,9,33.8348916735776
6,10,33.8348916735776
6,11,33.8348916735776
6,12,33.8348916735776
6,13,33.8348916735776
6,14,33.8348916735776
6,15,33.8348916735776
6,16,33.8348916735776
6,17,33.8348916735776
6,18,33.8348916735776
6,19,33.8348916735776
6,20,33.8348916735776
6,21,33.8348916735776
6,22,33.8348916735776
6,23,33.8348916735776
6,24,33.8348916735776
7,1,3.732
7,2,3.732
7,3,3.732
7,4,3.732
7,5,3.732
7,6,3.732
7,7,3.732
7,8,25.0901544493945
7,9,25.0901544493945
7,10,25.0901544493945
7,11,25.0901544493945
7,12,25.0901544493945
7,13,25.0901544493945
7,14,25.0901544493945
7,15,25.0901544493945
7,16,25.0901544493945
7,17,25.0901544493945
7,18,25.0901544493945
7,19,25.0901544493945
7,20,25.0901544493945
7,21,25.0901544493945
7,22,25.0901544493945
7,23,25.0901544493945
7,24,25.0901544493945
8,1,3.732
8,2,3.732
8,3,3.732
8,4,3.732
8,5,3.732
8,6,3.732
8,7,3.732
8,8,5.18882153142412
8,9,5.18882153142412
8,10,5.18882153142412
8,11,5.18882153142412
8,12,5.18882153142412
8,13,5.18882153142412
8,14,5.18882153142412
8,15,5.18882153142412
8,16,5.18882153142412
8,17,5.18882153142412
8,18,5.18882153142412
8,19,5.18882153142412
8,20,5.18882153142412
8,21,5.18882153142412
8,22,5.18882153142412
8,23,5.18882153142412
8,24,5.18882153142412
9,1,3.732
9,2,3.732
9,3,3.732
9,4,3.732
9,5,3.732
9,6,3.732
9,7,3.732
9,8,21.6186718928104
9,9,21.6186718928104
9,10,21.6186718928104
9,11,21.6186718928104
9,12,21.6186718928104
9,13,21.6186718928104
9,14,21.6186718928104
9,15,21.6186718928104
9,16,21.6186718928104
9,17,21.6186718928104
9,18,21.6186718928104
9,19,21.6186718928104
9,20,21.6186718928104
9,21,21.6186718928104
9,22,21.6186718928104
9,23,21.6186718928104
9,24,21.6186718928104
10,1,3.732
10,2,3.732
10,3,3.732
10,4,3.732
10,5,3.732
10,6,3.732
10,7,3.732
10,8,22.6318110298277
10,9,22.6318110298277
10,10,22.6318110298277
10,11,22.6318110298277
10,12,22.6318110298277
10,13,22.6318110298277
10,14,22.6318110298277
10,15,22.6318110298277
10,16,22.6318110298277
10,17,22.6318110298277
10,18,22.6318110298277
10,19,22.6318110298277
10,20,22.6318110298277
10,21,22.6318110298277
10,22,22.6318110298277
10,23,22.6318110298277
10,24,22.6318110298277
11,1,3.732
11,2,3.732
11,3,3.732
11,4,3.732
11,5,3.732
11,6,3.732
11,7,3.732
11,8,34.059432745388
11,9,34.059432745388
11,10,34.059432745388
11,11,34.059432745388
11,12,34.059432745388
11,13,34.059432745388
11,14,34.059432745388
11,15,34.059432745388
11,16,34.059432745388
11,17,34.059432745388
11,18,34.059432745388
11,19,34.059432745388
11,20,34.059432745388
11,21,34.059432745388
11,22,34.059432745388
11,23,34.059432745388
11,24,34.059432745388
12,1,3.732
12,2,3.732
12,3,3.732
12,4,3.732
12,5,3.732
12,6,3.732
12,7,3.732
12,8,23.9041838429589
12,9,23.9041838429589
12,10,23.9041838429589
12,11,23.9041838429589
12,12,23.9041838429589
12,13,23.9041838429589
12,14,23.9041838429589
